ensemble_id,cluster_id
ENSG00000130311,1
ENSG00000179981,43
ENSG00000165272,4
ENSG00000128654,24
ENSG00000139998,47
ENSG00000184508,30
ENSG00000196914,0
ENSG00000084764,43
ENSG00000130299,19
ENSG00000132716,0
ENSG00000139291,38
ENSG00000134760,3
ENSG00000153283,11
ENSG00000173546,6
ENSG00000005436,4
ENSG00000108465,23
ENSG00000027001,43
ENSG00000119471,9
ENSG00000056277,12
ENSG00000173599,49
ENSG00000214013,30
ENSG00000196482,7
ENSG00000134013,45
ENSG00000144644,5
ENSG00000090013,33
ENSG00000172845,10
ENSG00000171522,43
ENSG00000177098,5
ENSG00000115163,19
ENSG00000165338,26
ENSG00000129214,17
ENSG00000174807,6
ENSG00000223547,12
ENSG00000177807,39
ENSG00000138696,14
ENSG00000176542,10
ENSG00000159445,38
ENSG00000125107,16
ENSG00000146352,28
ENSG00000100612,49
ENSG00000164134,10
ENSG00000119630,8
ENSG00000164209,0
ENSG00000129680,45
ENSG00000085871,20
ENSG00000057757,30
ENSG00000109680,33
ENSG00000108953,33
ENSG00000168802,9
ENSG00000133265,17
ENSG00000138095,10
ENSG00000223496,33
ENSG00000150403,32
ENSG00000163623,49
ENSG00000250510,3
ENSG00000115977,0
ENSG00000072609,38
ENSG00000135298,35
ENSG00000182256,4
ENSG00000125744,2
ENSG00000102096,9
ENSG00000048471,1
ENSG00000163817,47
ENSG00000186479,31
ENSG00000198453,12
ENSG00000119559,17
ENSG00000118503,47
ENSG00000089063,20
ENSG00000129084,20
ENSG00000163584,30
ENSG00000151779,9
ENSG00000176244,3
ENSG00000135452,20
ENSG00000178127,1
ENSG00000118162,30
ENSG00000030110,7
ENSG00000049246,18
ENSG00000135040,3
ENSG00000116991,5
ENSG00000172171,24
ENSG00000110880,5
ENSG00000137509,25
ENSG00000183688,5
ENSG00000162086,38
ENSG00000101384,37
ENSG00000183020,26
ENSG00000242852,33
ENSG00000198863,9
ENSG00000143971,22
ENSG00000157796,12
ENSG00000148481,9
ENSG00000135766,23
ENSG00000277462,12
ENSG00000130717,7
ENSG00000123815,12
ENSG00000184557,48
ENSG00000105875,14
ENSG00000112584,0
ENSG00000186166,23
ENSG00000163322,16
ENSG00000213793,12
ENSG00000162009,35
ENSG00000198829,44
ENSG00000167608,26
ENSG00000151665,14
ENSG00000178947,4
ENSG00000088543,40
ENSG00000215012,25
ENSG00000184154,30
ENSG00000137522,12
ENSG00000139620,24
ENSG00000166394,2
ENSG00000040531,22
ENSG00000144407,4
ENSG00000141179,4
ENSG00000102897,1
ENSG00000179914,4
ENSG00000141030,33
ENSG00000143995,6
ENSG00000183527,27
ENSG00000109576,4
ENSG00000095951,0
ENSG00000102230,31
ENSG00000137573,45
ENSG00000159640,4
ENSG00000125445,20
ENSG00000029534,4
ENSG00000197603,0
ENSG00000103942,40
ENSG00000177707,3
ENSG00000175329,4
ENSG00000140443,0
ENSG00000164509,2
ENSG00000167136,17
ENSG00000177463,12
ENSG00000137413,15
ENSG00000196214,22
ENSG00000156219,27
ENSG00000181894,22
ENSG00000102221,10
ENSG00000154710,0
ENSG00000183718,39
ENSG00000145743,0
ENSG00000172663,1
ENSG00000205045,11
ENSG00000133030,14
ENSG00000119655,32
ENSG00000108823,6
ENSG00000174917,1
ENSG00000185361,8
ENSG00000113396,27
ENSG00000124215,18
ENSG00000162825,43
ENSG00000174579,12
ENSG00000147403,21
ENSG00000093167,2
ENSG00000139163,0
ENSG00000169085,39
ENSG00000177868,0
ENSG00000118620,0
ENSG00000111880,27
ENSG00000135476,19
ENSG00000112769,31
ENSG00000177192,23
ENSG00000127152,11
ENSG00000124935,2
ENSG00000100413,33
ENSG00000100299,1
ENSG00000156411,1
ENSG00000174796,12
ENSG00000266173,39
ENSG00000116667,4
ENSG00000134061,11
ENSG00000149476,26
ENSG00000168913,2
ENSG00000125971,1
ENSG00000106004,4
ENSG00000214652,26
ENSG00000166446,16
ENSG00000172409,9
ENSG00000183837,9
ENSG00000161649,6
ENSG00000141564,24
ENSG00000182827,10
ENSG00000175040,13
ENSG00000137440,13
ENSG00000173137,23
ENSG00000198380,3
ENSG00000180448,0
ENSG00000137822,18
ENSG00000198951,49
ENSG00000163527,10
ENSG00000066135,0
ENSG00000092108,9
ENSG00000135537,27
ENSG00000011478,30
ENSG00000140534,19
ENSG00000183421,4
ENSG00000000419,14
ENSG00000197385,30
ENSG00000164398,5
ENSG00000115129,15
ENSG00000163380,22
ENSG00000244607,22
ENSG00000184083,32
ENSG00000131165,33
ENSG00000112855,7
ENSG00000204104,3
ENSG00000115541,20
ENSG00000103196,6
ENSG00000164171,28
ENSG00000169083,10
ENSG00000048162,20
ENSG00000177225,7
ENSG00000100055,44
ENSG00000196967,12
ENSG00000140543,4
ENSG00000188763,37
ENSG00000141428,33
ENSG00000129003,0
ENSG00000135436,15
ENSG00000173535,35
ENSG00000177103,31
ENSG00000146834,30
ENSG00000138802,10
ENSG00000174640,5
ENSG00000176783,7
ENSG00000204568,30
ENSG00000122432,38
ENSG00000159882,22
ENSG00000139921,10
ENSG00000064607,38
ENSG00000204619,24
ENSG00000093009,19
ENSG00000182512,20
ENSG00000149636,24
ENSG00000100347,20
ENSG00000132305,14
ENSG00000069020,20
ENSG00000169857,33
ENSG00000114316,38
ENSG00000163918,19
ENSG00000120437,24
ENSG00000106772,19
ENSG00000063322,26
ENSG00000075142,24
ENSG00000108055,1
ENSG00000101104,41
ENSG00000147400,46
ENSG00000133640,15
ENSG00000126246,17
ENSG00000185614,40
ENSG00000127337,29
ENSG00000138944,31
ENSG00000204564,17
ENSG00000268750,0
ENSG00000145337,20
ENSG00000131089,18
ENSG00000002726,4
ENSG00000187116,44
ENSG00000184349,28
ENSG00000113593,39
ENSG00000172765,32
ENSG00000053438,14
ENSG00000182472,3
ENSG00000134153,26
ENSG00000169550,13
ENSG00000203880,12
ENSG00000116117,0
ENSG00000060491,0
ENSG00000010072,10
ENSG00000197046,28
ENSG00000145569,4
ENSG00000112078,0
ENSG00000170290,22
ENSG00000163882,17
ENSG00000136928,34
ENSG00000133943,4
ENSG00000232838,20
ENSG00000143156,24
ENSG00000152292,9
ENSG00000176153,13
ENSG00000084444,4
ENSG00000132773,4
ENSG00000180346,3
ENSG00000131116,17
ENSG00000089818,9
ENSG00000138653,5
ENSG00000105647,17
ENSG00000157224,3
ENSG00000239382,23
ENSG00000112308,12
ENSG00000134046,33
ENSG00000068976,6
ENSG00000109911,7
ENSG00000014914,8
ENSG00000116199,17
ENSG00000066230,4
ENSG00000182993,49
ENSG00000089050,0
ENSG00000154822,5
ENSG00000117899,49
ENSG00000089356,33
ENSG00000154864,5
ENSG00000163040,2
ENSG00000181315,10
ENSG00000107829,33
ENSG00000163171,31
ENSG00000188846,21
ENSG00000118193,19
ENSG00000073067,3
ENSG00000198690,0
ENSG00000169895,9
ENSG00000167978,25
ENSG00000113657,31
ENSG00000197405,44
ENSG00000156313,22
ENSG00000162746,35
ENSG00000006210,13
ENSG00000185442,33
ENSG00000205250,33
ENSG00000198113,45
ENSG00000133056,1
ENSG00000100599,13
ENSG00000140025,9
ENSG00000183729,4
ENSG00000141447,17
ENSG00000154274,15
ENSG00000124780,4
ENSG00000070761,33
ENSG00000041802,15
ENSG00000125869,45
ENSG00000178726,5
ENSG00000173208,5
ENSG00000177352,18
ENSG00000150556,34
ENSG00000137868,45
ENSG00000131471,6
ENSG00000137806,20
ENSG00000104408,29
ENSG00000125898,17
ENSG00000198874,4
ENSG00000061337,45
ENSG00000168256,24
ENSG00000164463,18
ENSG00000113273,27
ENSG00000185862,11
ENSG00000101017,13
ENSG00000171865,0
ENSG00000257594,0
ENSG00000086062,47
ENSG00000160285,18
ENSG00000175322,26
ENSG00000178460,4
ENSG00000136682,14
ENSG00000181234,6
ENSG00000177885,9
ENSG00000115486,3
ENSG00000148187,30
ENSG00000184305,0
ENSG00000197302,12
ENSG00000174292,33
ENSG00000135048,49
ENSG00000075826,41
ENSG00000188859,4
ENSG00000180257,12
ENSG00000196152,25
ENSG00000116711,5
ENSG00000180953,17
ENSG00000269028,9
ENSG00000100170,15
ENSG00000120647,30
ENSG00000121542,24
ENSG00000178966,3
ENSG00000005206,23
ENSG00000173456,22
ENSG00000170571,3
ENSG00000118271,4
ENSG00000170522,22
ENSG00000105983,17
ENSG00000106327,9
ENSG00000163092,22
ENSG00000170954,12
ENSG00000102554,37
ENSG00000160190,37
ENSG00000075131,4
ENSG00000135951,14
ENSG00000198331,30
ENSG00000129195,19
ENSG00000165949,40
ENSG00000137288,1
ENSG00000167900,19
ENSG00000050327,4
ENSG00000125347,36
ENSG00000152475,17
ENSG00000119707,39
ENSG00000139505,10
ENSG00000248485,13
ENSG00000174886,1
ENSG00000162367,8
ENSG00000139168,20
ENSG00000170855,20
ENSG00000165966,31
ENSG00000115073,18
ENSG00000105516,18
ENSG00000172164,5
ENSG00000123415,1
ENSG00000107263,30
ENSG00000069702,31
ENSG00000100916,7
ENSG00000129933,25
ENSG00000131023,0
ENSG00000148677,47
ENSG00000156976,3
ENSG00000143815,18
ENSG00000102313,43
ENSG00000185615,7
ENSG00000271303,0
ENSG00000124164,9
ENSG00000111012,4
ENSG00000198185,4
ENSG00000105523,4
ENSG00000105429,25
ENSG00000167395,22
ENSG00000198373,16
ENSG00000204599,0
ENSG00000186376,33
ENSG00000040731,4
ENSG00000073146,27
ENSG00000169570,10
ENSG00000173442,8
ENSG00000117751,29
ENSG00000174695,3
ENSG00000178209,14
ENSG00000095713,6
ENSG00000146826,38
ENSG00000167981,47
ENSG00000115875,38
ENSG00000179115,26
ENSG00000124783,9
ENSG00000085978,37
ENSG00000135324,6
ENSG00000135316,27
ENSG00000102699,17
ENSG00000002330,17
ENSG00000074590,13
ENSG00000144868,6
ENSG00000185728,10
ENSG00000138663,14
ENSG00000146192,11
ENSG00000135698,33
ENSG00000105982,4
ENSG00000146122,5
ENSG00000160360,7
ENSG00000127399,30
ENSG00000157399,35
ENSG00000205436,11
ENSG00000243137,4
ENSG00000135632,1
ENSG00000107223,17
ENSG00000036530,3
ENSG00000183779,0
ENSG00000111271,38
ENSG00000113643,29
ENSG00000124222,41
ENSG00000005486,1
ENSG00000143258,24
ENSG00000144152,4
ENSG00000168269,35
ENSG00000198740,49
ENSG00000135502,41
ENSG00000145494,1
ENSG00000126249,20
ENSG00000113758,43
ENSG00000147454,38
ENSG00000121769,6
ENSG00000117266,9
ENSG00000167635,10
ENSG00000183579,20
ENSG00000163820,30
ENSG00000115310,39
ENSG00000175826,33
ENSG00000197191,17
ENSG00000114744,12
ENSG00000099308,20
ENSG00000143196,6
ENSG00000162711,11
ENSG00000135469,9
ENSG00000140848,15
ENSG00000100298,11
ENSG00000100242,32
ENSG00000111817,5
ENSG00000088298,26
ENSG00000181104,30
ENSG00000116688,24
ENSG00000151834,49
ENSG00000168924,18
ENSG00000183145,24
ENSG00000137414,12
ENSG00000142327,33
ENSG00000276966,27
ENSG00000175274,15
ENSG00000116752,20
ENSG00000147676,3
ENSG00000158773,0
ENSG00000138375,9
ENSG00000105707,30
ENSG00000125734,1
ENSG00000104472,9
ENSG00000254772,17
ENSG00000163378,31
ENSG00000148803,16
ENSG00000100288,23
ENSG00000156273,7
ENSG00000160323,23
ENSG00000205269,12
ENSG00000270885,37
ENSG00000196428,47
ENSG00000004838,46
ENSG00000180340,8
ENSG00000204175,4
ENSG00000119383,7
ENSG00000185359,25
ENSG00000167614,3
ENSG00000074071,17
ENSG00000130513,49
ENSG00000196405,38
ENSG00000160883,44
ENSG00000121671,22
ENSG00000101986,22
ENSG00000169604,45
ENSG00000169136,26
ENSG00000158220,4
ENSG00000166793,8
ENSG00000068078,38
ENSG00000101868,17
ENSG00000145362,31
ENSG00000171903,22
ENSG00000001561,3
ENSG00000007952,4
ENSG00000135480,13
ENSG00000186205,15
ENSG00000062524,11
ENSG00000137880,10
ENSG00000278619,30
ENSG00000171174,47
ENSG00000141456,33
ENSG00000152582,39
ENSG00000176371,22
ENSG00000145860,30
ENSG00000111832,20
ENSG00000163939,0
ENSG00000163492,43
ENSG00000185347,23
ENSG00000079462,1
ENSG00000163156,17
ENSG00000131508,24
ENSG00000136783,3
ENSG00000163884,49
ENSG00000124140,3
ENSG00000037897,20
ENSG00000103222,24
ENSG00000137312,0
ENSG00000198856,14
ENSG00000100554,20
ENSG00000162695,10
ENSG00000123179,4
ENSG00000214655,33
ENSG00000133874,48
ENSG00000267673,1
ENSG00000143867,28
ENSG00000112394,4
ENSG00000160124,20
ENSG00000166535,43
ENSG00000170037,33
ENSG00000188897,3
ENSG00000163564,11
ENSG00000138777,20
ENSG00000115649,18
ENSG00000023697,22
ENSG00000112514,1
ENSG00000149084,3
ENSG00000164106,6
ENSG00000196290,14
ENSG00000145103,3
ENSG00000099365,8
ENSG00000185158,39
ENSG00000154065,4
ENSG00000085382,27
ENSG00000258890,41
ENSG00000260238,17
ENSG00000196459,20
ENSG00000149231,26
ENSG00000144406,49
ENSG00000196419,20
ENSG00000076650,38
ENSG00000110200,17
ENSG00000143512,28
ENSG00000129911,16
ENSG00000115042,23
ENSG00000173597,5
ENSG00000120802,4
ENSG00000171307,33
ENSG00000139173,15
ENSG00000166436,25
ENSG00000179387,14
ENSG00000105607,1
ENSG00000196787,27
ENSG00000197275,26
ENSG00000183060,3
ENSG00000180884,40
ENSG00000109790,30
ENSG00000047932,27
ENSG00000173598,4
ENSG00000142347,44
ENSG00000160813,17
ENSG00000133321,13
ENSG00000172613,23
ENSG00000171311,33
ENSG00000184500,4
ENSG00000188086,3
ENSG00000156050,33
ENSG00000112210,33
ENSG00000139567,8
ENSG00000162174,37
ENSG00000167182,33
ENSG00000146535,10
ENSG00000168143,28
ENSG00000120334,10
ENSG00000115289,23
ENSG00000130703,9
ENSG00000103489,33
ENSG00000101997,26
ENSG00000015171,0
ENSG00000111554,12
ENSG00000198488,34
ENSG00000124614,21
ENSG00000085377,27
ENSG00000150990,18
ENSG00000165494,12
ENSG00000103994,0
ENSG00000198825,26
ENSG00000149577,9
ENSG00000161180,23
ENSG00000139645,25
ENSG00000198680,18
ENSG00000184992,10
ENSG00000154781,9
ENSG00000266338,12
ENSG00000122012,37
ENSG00000115841,35
ENSG00000205542,3
ENSG00000111206,19
ENSG00000072736,16
ENSG00000181195,6
ENSG00000215440,23
ENSG00000161547,38
ENSG00000139899,49
ENSG00000144677,22
ENSG00000107560,30
ENSG00000152402,30
ENSG00000136448,9
ENSG00000256060,20
ENSG00000162946,4
ENSG00000109919,14
ENSG00000032742,22
ENSG00000103657,0
ENSG00000163624,9
ENSG00000155561,10
ENSG00000133110,45
ENSG00000182230,14
ENSG00000166828,13
ENSG00000198642,0
ENSG00000159496,39
ENSG00000257315,0
ENSG00000135047,43
ENSG00000204427,12
ENSG00000148248,9
ENSG00000166965,23
ENSG00000183155,14
ENSG00000154096,45
ENSG00000143870,3
ENSG00000135932,41
ENSG00000169752,4
ENSG00000160131,14
ENSG00000174442,3
ENSG00000105472,7
ENSG00000159388,48
ENSG00000123427,4
ENSG00000154328,42
ENSG00000105258,1
ENSG00000128594,5
ENSG00000167797,1
ENSG00000130821,7
ENSG00000148834,0
ENSG00000119969,19
ENSG00000169641,17
ENSG00000204310,34
ENSG00000141367,10
ENSG00000181924,20
ENSG00000182612,27
ENSG00000197566,12
ENSG00000121039,5
ENSG00000166136,1
ENSG00000162885,0
ENSG00000122512,0
ENSG00000116793,22
ENSG00000159023,0
ENSG00000158423,46
ENSG00000259207,31
ENSG00000196998,17
ENSG00000167767,47
ENSG00000136051,10
ENSG00000118939,33
ENSG00000196376,2
ENSG00000102178,18
ENSG00000130803,18
ENSG00000003436,31
ENSG00000136869,5
ENSG00000151729,18
ENSG00000131759,40
ENSG00000138036,14
ENSG00000142606,15
ENSG00000108262,7
ENSG00000196353,5
ENSG00000117724,19
ENSG00000182141,12
ENSG00000071553,26
ENSG00000131153,19
ENSG00000172667,7
ENSG00000243232,24
ENSG00000109705,49
ENSG00000010322,38
ENSG00000141504,33
ENSG00000179532,41
ENSG00000139269,2
ENSG00000165609,20
ENSG00000111339,4
ENSG00000128805,13
ENSG00000082996,49
ENSG00000164684,12
ENSG00000153944,10
ENSG00000141854,27
ENSG00000163347,13
ENSG00000146904,22
ENSG00000117399,19
ENSG00000166813,22
ENSG00000239282,1
ENSG00000166819,27
ENSG00000179168,3
ENSG00000166024,43
ENSG00000181982,49
ENSG00000142655,17
ENSG00000008056,8
ENSG00000132613,14
ENSG00000034533,22
ENSG00000179632,7
ENSG00000124104,10
ENSG00000171314,9
ENSG00000108375,18
ENSG00000163866,32
ENSG00000121851,10
ENSG00000122483,39
ENSG00000131931,42
ENSG00000125962,9
ENSG00000135677,9
ENSG00000165568,4
ENSG00000146085,10
ENSG00000275023,25
ENSG00000168994,10
ENSG00000115392,24
ENSG00000110455,23
ENSG00000189339,12
ENSG00000012232,42
ENSG00000179292,18
ENSG00000189171,10
ENSG00000164045,4
ENSG00000158480,9
ENSG00000204305,23
ENSG00000163563,11
ENSG00000159579,16
ENSG00000065609,37
ENSG00000079616,3
ENSG00000233087,40
ENSG00000066651,12
ENSG00000178093,38
ENSG00000116455,1
ENSG00000198055,30
ENSG00000112367,27
ENSG00000104059,43
ENSG00000104413,35
ENSG00000164292,18
ENSG00000186889,9
ENSG00000184220,30
ENSG00000109016,1
ENSG00000180616,6
ENSG00000109466,43
ENSG00000113552,43
ENSG00000197134,14
ENSG00000189057,19
ENSG00000117360,41
ENSG00000134759,16
ENSG00000157404,5
ENSG00000139044,4
ENSG00000265491,25
ENSG00000144115,33
ENSG00000124120,32
ENSG00000242110,4
ENSG00000205744,32
ENSG00000272636,5
ENSG00000119866,13
ENSG00000158793,30
ENSG00000124733,1
ENSG00000128482,6
ENSG00000095917,5
ENSG00000185291,40
ENSG00000180098,0
ENSG00000250317,20
ENSG00000006757,20
ENSG00000179950,7
ENSG00000131845,12
ENSG00000007174,46
ENSG00000141577,7
ENSG00000163104,0
ENSG00000081479,28
ENSG00000232859,10
ENSG00000152082,17
ENSG00000213886,13
ENSG00000172869,15
ENSG00000125841,4
ENSG00000204262,45
ENSG00000141759,33
ENSG00000134802,44
ENSG00000197808,12
ENSG00000086570,13
ENSG00000123388,8
ENSG00000132406,14
ENSG00000107249,30
ENSG00000263639,4
ENSG00000007237,5
ENSG00000026950,36
ENSG00000129667,9
ENSG00000150787,20
ENSG00000100938,9
ENSG00000105835,38
ENSG00000149150,18
ENSG00000100485,17
ENSG00000242220,38
ENSG00000108423,15
ENSG00000016402,4
ENSG00000075624,8
ENSG00000197586,30
ENSG00000130202,26
ENSG00000103569,44
ENSG00000065883,12
ENSG00000198851,11
ENSG00000135506,26
ENSG00000198298,22
ENSG00000166578,46
ENSG00000087903,9
ENSG00000171492,12
ENSG00000136603,47
ENSG00000040487,17
ENSG00000152076,2
ENSG00000147041,43
ENSG00000164326,2
ENSG00000147168,11
ENSG00000117594,5
ENSG00000128191,41
ENSG00000107165,4
ENSG00000186417,6
ENSG00000141294,46
ENSG00000064692,13
ENSG00000104967,8
ENSG00000143546,44
ENSG00000135966,3
ENSG00000136147,4
ENSG00000005059,11
ENSG00000117069,37
ENSG00000090530,2
ENSG00000198933,10
ENSG00000141569,7
ENSG00000196867,12
ENSG00000114374,0
ENSG00000152457,24
ENSG00000143226,44
ENSG00000165525,0
ENSG00000138399,22
ENSG00000160801,6
ENSG00000144401,25
ENSG00000119929,33
ENSG00000164530,6
ENSG00000186104,27
ENSG00000118600,29
ENSG00000151617,31
ENSG00000071537,32
ENSG00000141753,13
ENSG00000139697,10
ENSG00000274750,9
ENSG00000115415,36
ENSG00000040199,16
ENSG00000038945,44
ENSG00000273259,13
ENSG00000165119,3
ENSG00000168065,45
ENSG00000101161,7
ENSG00000106603,22
ENSG00000248333,0
ENSG00000188917,3
ENSG00000168646,18
ENSG00000181218,4
ENSG00000204991,23
ENSG00000139352,35
ENSG00000100867,15
ENSG00000188938,4
ENSG00000182117,20
ENSG00000154914,37
ENSG00000105854,22
ENSG00000120833,49
ENSG00000066557,10
ENSG00000139675,4
ENSG00000028116,10
ENSG00000082146,15
ENSG00000142675,23
ENSG00000188785,12
ENSG00000104691,42
ENSG00000187630,0
ENSG00000131467,9
ENSG00000153048,0
ENSG00000090612,16
ENSG00000125755,17
ENSG00000204920,12
ENSG00000083838,17
ENSG00000004487,24
ENSG00000111775,1
ENSG00000114737,9
ENSG00000132005,25
ENSG00000138175,20
ENSG00000186767,10
ENSG00000082175,31
ENSG00000197249,13
ENSG00000014824,10
ENSG00000134318,30
ENSG00000170296,33
ENSG00000001631,12
ENSG00000112981,46
ENSG00000168894,1
ENSG00000154429,12
ENSG00000196505,10
ENSG00000144736,4
ENSG00000102595,3
ENSG00000138798,47
ENSG00000175602,17
ENSG00000066117,22
ENSG00000152784,13
ENSG00000170074,14
ENSG00000143674,12
ENSG00000025156,27
ENSG00000151502,14
ENSG00000185482,22
ENSG00000162383,6
ENSG00000148290,17
ENSG00000007168,16
ENSG00000132024,17
ENSG00000117362,24
ENSG00000170442,47
ENSG00000163626,3
ENSG00000117152,5
ENSG00000163902,26
ENSG00000262484,23
ENSG00000057657,5
ENSG00000188229,17
ENSG00000186868,43
ENSG00000188818,4
ENSG00000120907,31
ENSG00000197912,33
ENSG00000118514,38
ENSG00000108830,6
ENSG00000100811,3
ENSG00000196118,46
ENSG00000175106,23
ENSG00000178802,26
ENSG00000133687,5
ENSG00000123200,0
ENSG00000229453,4
ENSG00000143318,6
ENSG00000184271,38
ENSG00000099999,17
ENSG00000091651,19
ENSG00000142235,4
ENSG00000105176,24
ENSG00000064225,47
ENSG00000170458,44
ENSG00000177842,22
ENSG00000119314,10
ENSG00000169627,1
ENSG00000136643,9
ENSG00000129173,19
ENSG00000138400,46
ENSG00000170476,32
ENSG00000079691,0
ENSG00000175426,35
ENSG00000105671,17
ENSG00000149806,17
ENSG00000113924,15
ENSG00000078589,11
ENSG00000179855,8
ENSG00000164093,5
ENSG00000092096,2
ENSG00000182798,4
ENSG00000213281,17
ENSG00000167333,4
ENSG00000171401,13
ENSG00000112029,3
ENSG00000104154,3
ENSG00000129465,11
ENSG00000179820,5
ENSG00000139890,41
ENSG00000104412,3
ENSG00000100151,17
ENSG00000134042,5
ENSG00000166295,0
ENSG00000168259,20
ENSG00000102359,8
ENSG00000187068,31
ENSG00000069966,28
ENSG00000196616,6
ENSG00000050130,9
ENSG00000013375,27
ENSG00000049449,25
ENSG00000204334,18
ENSG00000113070,48
ENSG00000196932,34
ENSG00000085998,5
ENSG00000173153,30
ENSG00000170011,3
ENSG00000170293,37
ENSG00000198589,10
ENSG00000145220,24
ENSG00000178921,16
ENSG00000175662,25
ENSG00000168079,5
ENSG00000180787,12
ENSG00000105559,40
ENSG00000138032,3
ENSG00000089041,11
ENSG00000170369,43
ENSG00000138823,5
ENSG00000125457,32
ENSG00000087995,29
ENSG00000175787,39
ENSG00000003509,41
ENSG00000169347,34
ENSG00000158941,42
ENSG00000065243,10
ENSG00000120156,5
ENSG00000133789,20
ENSG00000177663,15
ENSG00000160213,0
ENSG00000106789,0
ENSG00000162881,6
ENSG00000112679,18
ENSG00000129968,17
ENSG00000198888,9
ENSG00000141013,33
ENSG00000187735,3
ENSG00000125901,30
ENSG00000188385,15
ENSG00000264717,40
ENSG00000164619,6
ENSG00000269743,36
ENSG00000221944,41
ENSG00000105877,46
ENSG00000166913,38
ENSG00000158813,37
ENSG00000176410,17
ENSG00000187838,41
ENSG00000158113,35
ENSG00000196510,20
ENSG00000137693,30
ENSG00000145715,0
ENSG00000017260,3
ENSG00000015475,32
ENSG00000204308,26
ENSG00000109534,0
ENSG00000167840,23
ENSG00000167103,3
ENSG00000198597,31
ENSG00000117133,20
ENSG00000132434,14
ENSG00000170324,32
ENSG00000162613,10
ENSG00000128311,1
ENSG00000142961,40
ENSG00000026751,11
ENSG00000108309,18
ENSG00000272899,23
ENSG00000111331,36
ENSG00000127666,22
ENSG00000142892,9
ENSG00000169504,31
ENSG00000170382,47
ENSG00000115221,13
ENSG00000198691,43
ENSG00000186918,42
ENSG00000121073,26
ENSG00000169288,20
ENSG00000100941,39
ENSG00000153094,0
ENSG00000115084,10
ENSG00000174684,47
ENSG00000138796,9
ENSG00000059573,22
ENSG00000138592,0
ENSG00000112902,28
ENSG00000134444,12
ENSG00000127083,31
ENSG00000109787,0
ENSG00000157765,13
ENSG00000198945,4
ENSG00000154099,46
ENSG00000187147,17
ENSG00000206190,34
ENSG00000120306,0
ENSG00000122779,15
ENSG00000166224,10
ENSG00000213471,38
ENSG00000183655,3
ENSG00000132470,13
ENSG00000047579,30
ENSG00000156265,4
ENSG00000103343,22
ENSG00000179841,33
ENSG00000179041,20
ENSG00000112033,29
ENSG00000158062,23
ENSG00000110448,11
ENSG00000122299,0
ENSG00000095397,39
ENSG00000172939,0
ENSG00000106868,34
ENSG00000104957,23
ENSG00000243943,15
ENSG00000145919,24
ENSG00000188316,46
ENSG00000154127,30
ENSG00000124116,10
ENSG00000100429,23
ENSG00000065485,18
ENSG00000176884,23
ENSG00000113231,34
ENSG00000128408,46
ENSG00000120925,42
ENSG00000260325,17
ENSG00000121964,43
ENSG00000132507,33
ENSG00000128739,26
ENSG00000090339,47
ENSG00000111266,9
ENSG00000125817,10
ENSG00000132382,18
ENSG00000145431,31
ENSG00000141337,4
ENSG00000152382,12
ENSG00000149100,21
ENSG00000198062,2
ENSG00000070540,15
ENSG00000127774,17
ENSG00000121406,12
ENSG00000023171,30
ENSG00000186470,36
ENSG00000152705,23
ENSG00000169925,10
ENSG00000162636,17
ENSG00000164983,4
ENSG00000234284,22
ENSG00000090565,7
ENSG00000139343,1
ENSG00000239388,38
ENSG00000050405,30
ENSG00000198028,22
ENSG00000163362,13
ENSG00000018408,31
ENSG00000256591,39
ENSG00000124785,4
ENSG00000164850,2
ENSG00000142168,1
ENSG00000103056,34
ENSG00000125534,17
ENSG00000186395,1
ENSG00000115956,11
ENSG00000060718,45
ENSG00000146215,6
ENSG00000151846,3
ENSG00000135974,27
ENSG00000163431,6
ENSG00000156284,9
ENSG00000198121,6
ENSG00000180871,28
ENSG00000067445,14
ENSG00000145850,43
ENSG00000170558,5
ENSG00000091879,8
ENSG00000179862,3
ENSG00000136848,14
ENSG00000038002,49
ENSG00000137959,36
ENSG00000131400,41
ENSG00000158234,14
ENSG00000111364,39
ENSG00000112658,48
ENSG00000186976,46
ENSG00000175387,16
ENSG00000164941,39
ENSG00000187626,12
ENSG00000041357,20
ENSG00000015520,3
ENSG00000166068,5
ENSG00000009844,3
ENSG00000187736,10
ENSG00000237649,19
ENSG00000198918,21
ENSG00000134709,10
ENSG00000126903,0
ENSG00000175756,17
ENSG00000160345,46
ENSG00000168872,16
ENSG00000003056,0
ENSG00000125249,12
ENSG00000198818,20
ENSG00000140284,14
ENSG00000123416,17
ENSG00000196116,36
ENSG00000186326,44
ENSG00000111300,10
ENSG00000077147,0
ENSG00000115363,13
ENSG00000182919,16
ENSG00000250565,4
ENSG00000185760,28
ENSG00000131652,17
ENSG00000121210,38
ENSG00000113812,0
ENSG00000149609,25
ENSG00000064989,5
ENSG00000188487,35
ENSG00000137310,19
ENSG00000140612,20
ENSG00000140545,5
ENSG00000129158,30
ENSG00000167118,17
ENSG00000102796,4
ENSG00000172728,42
ENSG00000219200,7
ENSG00000132970,10
ENSG00000157833,37
ENSG00000127528,48
ENSG00000126453,17
ENSG00000104936,10
ENSG00000149503,17
ENSG00000094963,13
ENSG00000164946,45
ENSG00000174946,11
ENSG00000076108,0
ENSG00000198920,12
ENSG00000139117,30
ENSG00000105374,11
ENSG00000139668,4
ENSG00000089163,33
ENSG00000165195,47
ENSG00000119280,7
